company_id,name,description,company_size,state,country,city,zip_code,address,url
27169808,"Blackland Home Inspections, PLLC","We have been preventing buyers from buying money pits since 2005 by providing the highest quality inspections their money can buy.  When the inspection is complete, buyers know exactly what they are getting with a home.  Buying a home is one of the most stressful experiences in life.  We are there to help inform buyers in non-scary words the condition of the property.  

Buyer Home Inspections
Seller Pre-listing Home Inspections
Phase/New Construction Inspections
Warranty Inspections
WDI/Termite Inspections
Septic Inspections
Pool/Spa Inspections
Sprinkler Inspections
Outbuilding Inspections
Guest Houses
Boat Dock Inspections
Thermal Imaging Inspections

Choose Blackland Home Inspections for your next home purchase.

Contact Us Today!
972-921-8454
info@blacklandhomeinspections.com
www.blacklandhomeinspections.com
",,TX,US,Palmer,75152,7212 FM 879,https://www.linkedin.com/company/blackland-home-inspections-pllc
28631247,Bay West Church,"Bay West Church began as a campus of First Baptist Church of Melbourne, FL in 2009, meeting in Heritage High School.  In 2017, FBC Melbourne and Bay West Church celebrated a formal separation, allowing Bay West Church to become an autonomous church in Palm Bay, FL.  ",,Florida,US,Melbourne,32904,3301 Dairy Rd,https://www.linkedin.com/company/bay-west-church
35690006,The Medicare Coach,"At the Medicare Coach we alleviate the frustration that comes with enrolling in Medicare and its various components. Provide expert advice and help individualize your Medicare insurance plans based on your budget, medical conditions, prescriptions, and your unique situations. Assist with plan implementation, so you don't have to do this alone. 

The Medicare Coach is not affiliated with, nor endorsed by, Medicare or any Government agency.
",,KS,US,Manhattan,66502, 1019 Poyntz Ave,https://www.linkedin.com/company/the-medicare-coach
40653883,Orlando Credit Union,"Orlando Credit Union is here to help you utilize better banking solutions to be the leader of your financial future. Our service and product offerings are Member designed, enabling ease of banking and building wealth. Follow us here and join today at https://www.orlandocreditunion.org. At Orlando Credit Union, we’re #investinginU.",2.0,Florida,US,Orlando,32806,945 S Orange Ave,https://www.linkedin.com/company/orlando-credit-union
53812339,Jung & Vassar PC Attorneys At Law A Law Corp,"Jung & Vassar PC Attorneys At Law A Law Corp is a company based out of 75-5722 KUAKINI HWY, Kailua Kona, Hawaii, United States.",,Hawaii,US,Kailua Kona,0,0,https://www.linkedin.com/company/jung-&-vassar-pc-attorneys-at-law-a-law-corp
53824769,"TURNER HYDRAULICS, INC","Turner Hydraulics is proud to announce that we are an authorized distributor of Eaton fluid power products. Eaton provides energy-efficient solutions that help our customers effectively manage electrical, hydraulic and mechanical power more efficiently, safely and sustainably. We are excited to add a well-known, quality brand to",1.0,Pennsylvania,US,Carlisle,0,0,https://www.linkedin.com/company/turner-hydraulics-inc
55624331,CLEVELAND KIDS BOOK BANK,"The mission of the Cleveland Kids’ Book Bank is to foster literacy and a love of reading by distributing free books to children in need through collaboration with community partners.

The Cleveland Kids’ Book Bank is working to ensure all kids in Greater Cleveland have books to build their own home libraries.

A book in the hands of a child is a magical thing! Reading fuels imaginations, teaches empathy, supports academic achievement, and helps parents build bonds with their kids.",,Ohio,US,Cleveland,44114,3635 PERKINS AVE,https://www.linkedin.com/company/cleveland-kids-book-bank
59147406,"Grow West MD, LLC","Grow West MD, LLC is a food production company based out of 47 E ALL SAINTS ST, Frederick, Maryland, United States.",1.0,Maryland,US,Frederick,0,0,https://www.linkedin.com/company/grow-west-md-llc
64896719,The National Exemplar ,"In April of 1983, The National Exemplar began operation in the Mariemont, Ohio landmark, the Mariemont Inn. The Inn was constructed in the mid-1920's as a small piece of the very unique Mariemont community, founded by Mary Emery. The National Exemplar Restaurant was named after learning that Mary Emery once referred to her developing community as the National Exemplar, meaning national model community.

The National Exemplar Restaurant, located on the first floor of the hotel, is a popular neighborhood restaurant. It offers American-style cuisine in its spacious dining room or relaxing outdoor patio. Open daily for breakfast, lunch, and dinner, the National Exemplar offers an outstanding dining experience.

Southerby’s Pub, located off the lobby, offers dining as well as a cozy place to have a drink and features oversized chairs overlooking one of the original 1920’s fireplaces. In the evening settle down in an over-stuffed sofa and savor a drink with the locals in this intimate lobby pub.",1.0,Ohio,US,Mariemont,45227,6880 Wooster Pike,https://www.linkedin.com/company/the-national-exemplar
65104812,Athos Private Wealth,"At Athos we draw on our past experience managing the financial lives of some of the most influential tech elite. We provide a suite of investment management, personal financial strategy, and family office services solutions.",,UT,US,Holladay,84117,0,https://www.linkedin.com/company/athos-wealth
69611476,Ideando Inc,"We specialize in solving business problems
with data, technology, and common sense.",,0,0,0,0,0,https://www.linkedin.com/company/ideando-inc
74748093,Eastern Indiana Works,"Eastern Indiana Works (EIW) provides strategic leadership, oversight, and content delivery to Economic Growth Region 6 (EGR6). EGR6 has been structured by the Governor of Indiana in accordance with the Workforce Innovation and Opportunity Act of 2014 (WIOA). EIW helps those seeking employment with education, training, and support services that are needed to help connect employers with skilled workers.

ASG, Inc. is  an equal opportunity employer/program.  Auxiliary aids and services are available upon request to individuals with disabilities.  Call (800) 743-3333 for TDD/TYY relay services.",2.0,Indiana,US,Muncie,47304,4620 W Bethel Ave,https://www.linkedin.com/company/einworks
75865873,Diment & Associates,"Founded in Baton Rouge, LA, Diment & Associates services include Chapter 7 bankruptcy, Chapter 13 bankruptcy, Sub-chapter 5 bankruptcy, tax preparation, audit defense, bookkeeping, and more! Call us today for a FREE consultation!",,LA,US,Baton Rouge,70816,2644 South Sherwood Forest Boulevard,https://www.linkedin.com/company/diment-associates
76256528,NeuroJust ,"NeuroJust is New Orleans’ leading provider of TMS therapy for the treatment of depression. When your current treatment is not enough, Transcranial Magnetic Stimulation (TMS) Therapy is a safe and effective treatment for those diagnosed with depression.

Depression impacts every aspect of life and can make you feel sad and unfulfilled. NeuroJust uses Transcranial Magnetic Stimulation (TMS) Therapy to adjust and strengthen inactive areas of your brain tied to depression. We change your mind, so you can change your life!
NeuroJust uses a non-invasive procedure that applies magnetic fields to stimulate nerve cells in the brain to improve symptoms of depression. TMS therapy offers:
* NO systemic side effects or drug-related side effects.
* Non-invasive and non-sedative treatment.
* More effective results than medications.
* Long-term relief.
* FDA-approval.
* Coverage by most insurance plans, with Medicare and Medicaid accepted. We assist patients with the reimbursement and financing process.
To learn more about NeuroJust and to find out if TMS therapy is right for you:
*Visit our website: www.neurojust.com
*Call to schedule an evaluation at 504-619-8621",,Louisiana,US,Metairie,70005,701 Metairie Rd,https://www.linkedin.com/company/neurojust
76987056,GOYT,"GOYT is a software company that helps E-commerce businesses grow through social review marketing. 

Our platform leverages creator content from social media platforms to drive traffic and increase conversions. 

https://goyt.com

Fun Fact: Over 300M Content Creators are already making social videos about products.",,Texas,US,Dallas,75208,539 W Commerce St,https://www.linkedin.com/company/goyt
80316732,Grunwald Mechanical Contractors & Engineers,"Serving Clients Since 1899

Grunwald Mechanical Contractors & Engineers has been the Midwest's most respected and sought-after mechanical contractors since 1899. We are the oldest mechanical contractor in Omaha, combining our effective old-school approach with superb customer service and cutting-edge technology to deliver outstanding results you can always count on.

No job is too big or too small for us. From multi-million dollar designs to moving your refrigerator, we get the job done with integrity and attention to detail. We have worked hard to gain our sterling reputation for HVAC, plumbing, and maintenance services.﻿

We partner with local small businesses in our community to ensure the best service to your home or business. We are members of the Mechanical Contractors Association of America and the Mechanical Contractors Association of Omaha. We are also affiliated with the Local 16 Plumbers Union and the Local 464 Plumbers and Steamfitters Union.",2.0,Nebraska,US,Omaha,68127,8720 F St,https://www.linkedin.com/company/grunwald-mechanical-contractors-and-engineers
81247311,STL Fertility,We're dedicated to advancing the field and collaborating with women's health providers across the St. Louis region to maximize your chance of success. We are very lucky that we have so many great hospitals and healthcare facilities here in St. Louis and work closely with many institutions and charities.,,Missouri,US,St. Louis,0,0,https://www.linkedin.com/company/stl-fertility
81942316,Raw Cereal,"Raw Cereal is a creative design agency focused on live, interactive, corporate, and installation-based entertainment. Pushing boundaries and stepping into new realms of production, we provide end-to-end creative services for our clients. Driven by vision, we create larger-than-life productions employing state-of-the-art technology for fully immersive experiences.",,CA,US,Los Angeles ,90017,0,https://www.linkedin.com/company/raw-cereal
93400454,Kate Meadows Writing and Editing,"Kate Meadows Writing and Editing is a company based out of 7501 Captain Soelzer, Black Hawk, South Dakota, United States.",,South Dakota,US,Black Hawk,0,0,https://www.linkedin.com/company/kate-meadows-writing-and-editing
99090758,navXcom,"NEXT-GEN DEEP SPACE NAVIGATION & COMMUNICATION SYSTEMS. Connecting Worlds®

",1.0,Texas,US,Houston,77336,0,https://www.linkedin.com/company/navxcom
99212509,Recruitment Design,"Recruitment Design is your strategic partner in propelling startup growth through bespoke talent acquisition solutions. We specialize in serving Seed, Series A, and Series B companies, providing them with a competitive edge through innovative sourcing, personalized service, and an adaptable pricing model that aligns your their growth trajectory.

But our dedication goes beyond just helping businesses grow - we're equally committed to fueling career advancement for professionals. Our unique Candidate Consultation Service empowers you on your journey towards the next big step in your career. This service gives you direct access to a one-on-one consultation, a comprehensive review of your resume to ensure it stands out, and a personalized job search strategy tailored to your specific needs and goals.  We take on the task of navigating the job market for you, freeing up your time and bringing only the freshest, most relevant opportunities to your attention.",,NY,US,New York City,0,0,https://www.linkedin.com/company/recruitment-designus
